"","Index","Type.1","Type.2","Total","HP","Attack","Defense","SP..Atk.","SP..Def","Speed","names","NormHP","NormAttack","NormDefense","Performance","Grade"
"187",140,"Rock","Water",355,30,80,90,55,45,55,"Kabuto",0.114173228346457,0.405405405405405,0.346938775510204,0.0162585621777973,"Weak"
"188",141,"Rock","Water",495,60,115,105,65,70,80,"Kabutops",0.232283464566929,0.594594594594595,0.408163265306122,0.0565732622225311,"Weak"
"189",142,"Rock","Flying",515,80,105,65,60,75,130,"Aerodactyl",0.311023622047244,0.540540540540541,0.244897959183673,0.0413724596201537,"Weak"
"190",142,"Rock","Flying",615,80,135,85,70,95,150,"Aerodactyl Mega Aerodactyl",0.311023622047244,0.702702702702703,0.326530612244898,0.071565596674933,"Weak"
"191",143,"Normal","",540,160,110,65,65,110,30,"Snorlax",0.625984251968504,0.567567567567568,0.244897959183673,0.0872093940960083,"Weak"
"192",144,"Ice","Flying",580,90,85,100,95,125,85,"Articuno",0.350393700787402,0.432432432432432,0.387755102040816,0.0589532736014176,"Weak"
"193",144,"Psychic","Flying",580,90,85,85,125,100,95,"Articuno Galarian Articuno",0.350393700787402,0.432432432432432,0.326530612244898,0.0496764409275095,"Weak"
"194",145,"Electric","Flying",580,90,90,85,125,90,100,"Zapdos",0.350393700787402,0.459459459459459,0.326530612244898,0.0527687184854789,"Weak"
"195",145,"Fighting","Flying",580,90,125,90,85,90,100,"Zapdos Galarian Zapdos",0.350393700787402,0.648648648648649,0.346938775510204,0.0790530777282183,"Weak"
"196",146,"Fire","Flying",580,90,100,90,125,85,90,"Moltres",0.350393700787402,0.513513513513513,0.346938775510204,0.0626253532015062,"Weak"
"197",146,"Dark","Flying",580,90,85,90,100,125,90,"Moltres Galarian Moltres",0.350393700787402,0.432432432432432,0.346938775510204,0.0527687184854789,"Weak"
"198",147,"Dragon","",300,41,64,45,50,50,50,"Dratini",0.15748031496063,0.318918918918919,0.163265306122449,0.00839974723236816,"Weak"
"199",148,"Dragon","",420,61,84,65,70,70,70,"Dragonair",0.236220472440945,0.427027027027027,0.244897959183673,0.0249034757720922,"Weak"
"200",149,"Dragon","Flying",600,91,134,95,100,100,80,"Dragonite",0.354330708661417,0.697297297297297,0.36734693877551,0.0909618207955666,"Weak"
"201",150,"Psychic","",680,106,110,90,154,90,130,"Mewtwo",0.413385826771654,0.567567567567568,0.346938775510204,0.081600297935731,"Weak"
"202",150,"Psychic","Fighting",780,106,190,100,154,100,130,"Mewtwo Mega Mewtwo X",0.413385826771654,1,0.387755102040816,0.16049246344207,"Normal"
"203",150,"Psychic","",780,106,150,70,194,120,140,"Mewtwo Mega Mewtwo Y",0.413385826771654,0.783783783783784,0.26530612244898,0.0861605387164442,"Weak"
"204",151,"Psychic","",600,100,100,100,100,100,100,"Mew",0.389763779527559,0.513513513513513,0.387755102040816,0.0778087834580523,"Weak"
"205",152,"Grass","",318,45,49,65,49,65,45,"Chikorita",0.173228346456693,0.237837837837838,0.244897959183673,0.0102898584588123,"Weak"
"206",153,"Grass","",405,60,62,80,63,80,60,"Bayleef",0.232283464566929,0.308108108108108,0.306122448979592,0.0221086996364837,"Weak"
"207",154,"Grass","",525,80,82,100,83,100,80,"Meganium",0.311023622047244,0.416216216216216,0.387755102040816,0.0503960903535707,"Weak"
"208",155,"Fire","",309,39,52,43,60,50,65,"Cyndaquil",0.149606299212598,0.254054054054054,0.155102040816327,0.00609513183438943,"Weak"
"209",156,"Fire","",405,58,64,58,80,65,80,"Quilava",0.224409448818898,0.318918918918919,0.216326530612245,0.0156821477431151,"Weak"
"210",157,"Fire","",534,78,84,78,109,85,100,"Typhlosion",0.303149606299213,0.427027027027027,0.297959183673469,0.0387717325874806,"Weak"
"211",157,"Fire","Ghost",534,73,84,78,119,85,95,"Typhlosion Hisuian Typhlosion",0.283464566929134,0.427027027027027,0.297959183673469,0.0362670746272546,"Weak"
"212",158,"Water","",314,50,65,64,44,48,43,"Totodile",0.192913385826772,0.324324324324324,0.240816326530612,0.0152670355394765,"Weak"
"213",159,"Water","",405,65,80,80,59,63,58,"Croconaw",0.251968503937008,0.405405405405405,0.306122448979592,0.0314702224963192,"Weak"
"214",160,"Water","",530,85,105,100,79,83,78,"Feraligatr",0.330708661417323,0.540540540540541,0.387755102040816,0.069515659866841,"Weak"
"215",161,"Normal","",215,35,46,34,35,45,20,"Sentret",0.133858267716535,0.221621621621622,0.118367346938776,0.00371147226287834,"Weak"
"216",162,"Normal","",415,85,76,64,45,55,90,"Furret",0.330708661417323,0.383783783783784,0.240816326530612,0.0307645578086523,"Weak"
"217",163,"Normal","Flying",262,60,30,30,36,56,50,"Hoothoot",0.232283464566929,0.135135135135135,0.102040816326531,0.00340302626264381,"Weak"
"218",164,"Normal","Flying",452,100,50,50,86,96,70,"Noctowl",0.389763779527559,0.243243243243243,0.183673469387755,0.0176136051526378,"Weak"
"219",165,"Bug","Flying",265,40,20,30,40,80,55,"Ledyba",0.153543307086614,0.0810810810810811,0.102040816326531,0.00147035278891297,"Weak"
"220",166,"Bug","Flying",390,55,35,50,55,110,85,"Ledian",0.21259842519685,0.162162162162162,0.183673469387755,0.00653222005550465,"Weak"
"221",167,"Bug","Poison",250,40,60,40,40,40,30,"Spinarak",0.153543307086614,0.297297297297297,0.142857142857143,0.00672114431641991,"Weak"
"222",168,"Bug","Poison",400,70,90,70,60,70,40,"Ariados",0.271653543307087,0.459459459459459,0.26530612244898,0.0333138626976647,"Weak"
"223",169,"Poison","Flying",535,85,90,80,70,80,130,"Crobat",0.330708661417323,0.459459459459459,0.306122448979592,0.0467144559632749,"Weak"
"224",170,"Water","Electric",330,75,38,38,56,56,67,"Chinchou",0.291338582677165,0.178378378378378,0.13469387755102,0.00719983930580106,"Weak"
"225",171,"Water","Electric",460,125,58,58,76,76,67,"Lanturn",0.488188976377953,0.286486486486487,0.216326530612245,0.0304553300528554,"Weak"
"226",172,"Electric","",205,20,40,15,35,35,60,"Pichu",0.0748031496062992,0.189189189189189,0.0408163265306122,0.000777630498890341,"Weak"
"227",173,"Fairy","",218,50,25,28,45,55,15,"Cleffa",0.192913385826772,0.108108108108108,0.0938775510204082,0.00215786337518621,"Weak"
"228",174,"Normal","Fairy",210,90,30,15,40,20,15,"Igglybuff",0.350393700787402,0.135135135135135,0.0408163265306122,0.00213267347373084,"Weak"
"229",175,"Fairy","",245,35,20,65,40,65,20,"Togepi",0.133858267716535,0.0810810810810811,0.244897959183673,0.00285796891218714,"Weak"
"230",176,"Fairy","Flying",405,55,40,85,80,105,40,"Togetic",0.21259842519685,0.189189189189189,0.326530612244898,0.0133334934484541,"Weak"
"231",177,"Psychic","Flying",320,40,50,45,70,45,70,"Natu",0.153543307086614,0.243243243243243,0.163265306122449,0.00629769338678225,"Weak"
"232",178,"Psychic","Flying",470,65,75,70,95,70,95,"Xatu",0.251968503937008,0.378378378378378,0.26530612244898,0.025494135530356,"Weak"
"233",179,"Electric","",280,55,40,40,65,45,35,"Mareep",0.21259842519685,0.189189189189189,0.142857142857143,0.00594590338369866,"Weak"
"234",180,"Electric","",365,70,55,55,80,60,45,"Flaaffy",0.271653543307087,0.27027027027027,0.204081632653061,0.0151836482794863,"Weak"
"235",181,"Electric","",510,90,75,85,115,90,55,"Ampharos",0.350393700787402,0.378378378378378,0.326530612244898,0.0434918858115709,"Weak"
"236",181,"Electric","Dragon",610,90,95,105,165,110,45,"Ampharos Mega Ampharos",0.350393700787402,0.486486486486487,0.408163265306122,0.0697762450543103,"Weak"
"237",182,"Grass","",490,75,80,95,90,100,50,"Bellossom",0.291338582677165,0.405405405405405,0.36734693877551,0.0435874337136429,"Weak"
"238",183,"Water","Fairy",250,70,20,50,20,50,40,"Marill",0.271653543307087,0.0810810810810811,0.183673469387755,0.0042455850354613,"Weak"
"239",184,"Water","Fairy",420,100,50,80,60,80,50,"Azumarill",0.389763779527559,0.243243243243243,0.306122448979592,0.0292226752543963,"Weak"
"240",185,"Rock","",410,70,100,115,30,65,30,"Sudowoodo",0.271653543307087,0.513513513513513,0.448979591836735,0.0628316498082527,"Weak"
"241",186,"Water","",500,90,75,75,90,100,70,"Politoed",0.350393700787402,0.378378378378378,0.285714285714286,0.0380804000851245,"Weak"
"242",187,"Grass","Flying",250,35,35,40,35,55,50,"Hoppip",0.133858267716535,0.162162162162162,0.142857142857143,0.00330096373088499,"Weak"
"243",188,"Grass","Flying",340,55,45,50,45,65,80,"Skiploom",0.21259842519685,0.216216216216216,0.183673469387755,0.0086429600740062,"Weak"
"244",189,"Grass","Flying",460,75,55,70,55,95,110,"Jumpluff",0.291338582677165,0.27027027027027,0.26530612244898,0.0210902458621244,"Weak"
"245",190,"Normal","",360,55,70,55,40,55,85,"Aipom",0.21259842519685,0.351351351351351,0.204081632653061,0.0154442334669556,"Weak"
"246",191,"Grass","",180,30,30,30,30,30,30,"Sunkern",0.114173228346457,0.135135135135135,0.102040816326531,0.00177436884096052,"Weak"
"247",192,"Grass","",425,75,75,55,105,85,30,"Sunflora",0.291338582677165,0.378378378378378,0.204081632653061,0.0226971878515186,"Weak"
"248",193,"Bug","Flying",390,65,65,45,75,45,95,"Yanma",0.251968503937008,0.324324324324324,0.163265306122449,0.0135419615984295,"Weak"
"249",194,"Water","Ground",210,55,45,45,25,25,15,"Wooper",0.21259842519685,0.216216216216216,0.163265306122449,0.00770485339911662,"Weak"
"250",194,"Poison","Ground",210,55,45,45,25,25,15,"Wooper Paldean Wooper",0.21259842519685,0.216216216216216,0.163265306122449,0.00770485339911662,"Weak"
"251",195,"Water","Ground",430,95,85,85,65,65,35,"Quagsire",0.37007874015748,0.432432432432432,0.326530612244898,0.0524560162605157,"Weak"
"252",196,"Psychic","",525,65,65,60,130,95,110,"Espeon",0.251968503937008,0.324324324324324,0.224489795918367,0.0185451971978406,"Weak"
"253",197,"Dark","",525,95,65,110,60,130,65,"Umbreon",0.37007874015748,0.324324324324324,0.428571428571429,0.0516395160064451,"Weak"
"254",198,"Dark","Flying",405,60,85,42,85,42,91,"Murkrow",0.232283464566929,0.432432432432432,0.151020408163265,0.0153695323798811,"Weak"
"255",199,"Water","Psychic",490,95,75,80,100,110,30,"Slowking",0.37007874015748,0.378378378378378,0.306122448979592,0.0430662633387043,"Weak"
"256",199,"Poison","Psychic",490,95,65,80,110,110,30,"Slowking Galarian Slowking",0.37007874015748,0.324324324324324,0.306122448979592,0.0369425114331751,"Weak"
"257",200,"Ghost","",435,60,60,60,85,85,85,"Misdreavus",0.232283464566929,0.297297297297297,0.224489795918367,0.015702647111196,"Weak"
"258",201,"Psychic","",336,48,72,48,72,48,48,"Unown",0.18503937007874,0.362162162162162,0.175510204081633,0.0119616861598864,"Weak"
"259",202,"Psychic","",405,190,33,58,33,58,33,"Wobbuffet",0.744094488188976,0.151351351351351,0.216326530612245,0.0245626303468823,"Weak"
"260",203,"Normal","Psychic",455,70,80,65,90,65,85,"Girafarig",0.271653543307087,0.405405405405405,0.244897959183673,0.0271705669030753,"Weak"
"261",204,"Bug","",290,50,65,90,35,35,15,"Pineco",0.192913385826772,0.324324324324324,0.346938775510204,0.0219067461161949,"Weak"
"262",205,"Bug","Steel",465,75,90,140,60,60,40,"Forretress",0.291338582677165,0.459459459459459,0.551020408163265,0.073958637313193,"Weak"
"263",206,"Normal","",415,100,70,70,65,65,45,"Dunsparce",0.389763779527559,0.351351351351351,0.26530612244898,0.0365320897629109,"Weak"
"264",207,"Ground","Flying",430,65,75,105,35,65,85,"Gligar",0.251968503937008,0.378378378378378,0.408163265306122,0.0391140546620862,"Weak"
"265",208,"Steel","Ground",510,75,85,200,55,65,30,"Steelix",0.291338582677165,0.432432432432432,0.795918367346939,0.100473180138197,"Weak"
"266",208,"Steel","Ground",610,75,125,230,55,95,30,"Steelix Mega Steelix",0.291338582677165,0.648648648648649,0.918367346938776,0.173749734854572,"Normal"
"267",209,"Fairy","",300,60,80,50,40,40,30,"Snubbull",0.232283464566929,0.405405405405405,0.183673469387755,0.0174963418182766,"Weak"
"268",210,"Fairy","",450,90,120,75,60,60,45,"Granbull",0.350393700787402,0.621621621621622,0.285714285714286,0.0624320858541331,"Weak"
"269",211,"Water","Poison",440,65,95,85,55,55,85,"Qwilfish",0.251968503937008,0.486486486486487,0.326530612244898,0.0402258847952886,"Weak"
"270",211,"Dark","Poison",440,65,95,85,55,55,85,"Qwilfish Hisuian Qwilfish",0.251968503937008,0.486486486486487,0.326530612244898,0.0402258847952886,"Weak"
"271",212,"Bug","Steel",500,70,130,100,55,80,65,"Scizor",0.271653543307087,0.675675675675676,0.387755102040816,0.0713723293275599,"Weak"
"272",212,"Bug","Steel",600,70,150,140,65,100,75,"Scizor Mega Scizor",0.271653543307087,0.783783783783784,0.551020408163265,0.117521966028378,"Weak"
"273",213,"Bug","Rock",505,20,10,230,10,230,5,"Shuckle",0.0748031496062992,0.027027027027027,0.918367346938776,0.00205666946071895,"Weak"
"274",214,"Bug","Fighting",500,80,125,75,40,95,85,"Heracross",0.311023622047244,0.648648648648649,0.285714285714286,0.0578414434682151,"Weak"
"275",214,"Bug","Fighting",600,80,185,115,40,105,75,"Heracross Mega Heracross",0.311023622047244,0.972972972972973,0.448979591836735,0.136069116746507,"Weak"
"276",215,"Dark","Ice",430,55,95,55,35,75,115,"Sneasel",0.21259842519685,0.486486486486487,0.204081632653061,0.0213074001850155,"Weak"
"277",215,"Fighting","Poison",430,55,95,55,35,75,115,"Sneasel Hisuian Sneasel",0.21259842519685,0.486486486486487,0.204081632653061,0.0213074001850155,"Weak"
"278",216,"Normal","",330,60,80,50,50,50,40,"Teddiursa",0.232283464566929,0.405405405405405,0.183673469387755,0.0174963418182766,"Weak"
"279",217,"Normal","",500,90,130,75,75,75,55,"Ursaring",0.350393700787402,0.675675675675676,0.285714285714286,0.0678435715805795,"Weak"
"280",218,"Fire","",250,40,40,40,70,40,20,"Slugma",0.153543307086614,0.189189189189189,0.142857142857143,0.00434981911044903,"Weak"
"281",219,"Fire","Rock",430,60,50,120,90,80,30,"Magcargo",0.232283464566929,0.243243243243243,0.469387755102041,0.0267210574546907,"Weak"
"282",220,"Ice","Ground",250,50,50,40,30,30,50,"Swinub",0.192913385826772,0.243243243243243,0.142857142857143,0.00690355394764844,"Weak"
"283",221,"Ice","Ground",450,100,100,80,60,60,50,"Piloswine",0.389763779527559,0.513513513513513,0.306122448979592,0.0614700922037255,"Weak"
"284",222,"Water","Rock",410,65,55,95,65,95,35,"Corsola",0.251968503937008,0.27027027027027,0.36734693877551,0.0252161779970554,"Weak"
"285",222,"Ghost","",410,60,55,100,65,100,30,"Corsola Galarian Corsola",0.232283464566929,0.27027027027027,0.387755102040816,0.024542999596093,"Weak"
"286",223,"Water","",300,35,65,35,65,35,65,"Remoraid",0.133858267716535,0.324324324324324,0.122448979591837,0.00551593782437427,"Weak"
"287",224,"Water","",480,75,105,75,105,75,45,"Octillery",0.291338582677165,0.540540540540541,0.285714285714286,0.0451943757030371,"Weak"
"288",225,"Ice","Flying",330,45,55,45,65,45,75,"Delibird",0.173228346456693,0.27027027027027,0.163265306122449,0.00784383216576692,"Weak"
"289",226,"Water","Flying",485,85,40,70,80,140,70,"Mantine",0.330708661417323,0.189189189189189,0.26530612244898,0.0167992764417961,"Weak"
"290",227,"Steel","Flying",465,65,80,140,40,70,70,"Skarmory",0.251968503937008,0.405405405405405,0.551020408163265,0.0564864004933746,"Weak"
"291",228,"Dark","Fire",330,45,60,30,80,50,65,"Houndour",0.173228346456693,0.297297297297297,0.102040816326531,0.00545513461396476,"Weak"
"292",229,"Dark","Fire",500,75,90,50,110,80,95,"Houndoom",0.291338582677165,0.459459459459459,0.183673469387755,0.024786212437731,"Weak"
"293",229,"Dark","Fire",600,75,90,90,140,90,115,"Houndoom Mega Houndoom",0.291338582677165,0.459459459459459,0.346938775510204,0.0466406234934919,"Weak"
"294",230,"Water","Dragon",540,75,95,95,95,95,85,"Kingdra",0.291338582677165,0.486486486486487,0.36734693877551,0.0522649204563715,"Weak"
"295",231,"Ground","",330,90,60,60,40,40,40,"Phanpy",0.350393700787402,0.297297297297297,0.224489795918367,0.0235853490321432,"Weak"
"296",232,"Ground","",500,90,120,120,60,60,50,"Donphan",0.350393700787402,0.621621621621622,0.469387755102041,0.102438426760362,"Weak"
"297",233,"Normal","",515,85,80,90,105,95,60,"Porygon2",0.330708661417323,0.405405405405405,0.346938775510204,0.0467144559632749,"Weak"
"298",234,"Normal","",465,73,95,62,85,65,85,"Stantler",0.283464566929134,0.486486486486487,0.23265306122449,0.0322832482812235,"Weak"
"299",235,"Normal","",250,55,20,35,20,45,75,"Smeargle",0.21259842519685,0.0810810810810811,0.122448979591837,0.00231074001850155,"Weak"
"300",236,"Fighting","",210,35,35,35,35,35,35,"Tyrogue",0.133858267716535,0.162162162162162,0.122448979591837,0.00285796891218714,"Weak"
"301",237,"Fighting","",455,50,95,95,35,110,70,"Hitmontop",0.192913385826772,0.486486486486487,0.36734693877551,0.034675420302192,"Weak"
"302",238,"Ice","Psychic",305,45,30,15,85,65,65,"Smoochum",0.173228346456693,0.135135135135135,0.0408163265306122,0.00115547902072087,"Weak"
"303",239,"Electric","",360,45,63,37,65,55,95,"Elekid",0.173228346456693,0.313513513513514,0.130612244897959,0.00729347624983171,"Weak"
"304",240,"Fire","",365,45,75,37,70,55,83,"Magby",0.173228346456693,0.378378378378378,0.130612244897959,0.00876109202565896,"Weak"
"305",241,"Normal","",490,95,80,105,40,70,100,"Miltank",0.37007874015748,0.405405405405405,0.408163265306122,0.0614375190552918,"Weak"
"306",242,"Normal","",540,255,10,10,75,135,55,"Blissey",1,0.027027027027027,0.0204081632653061,0.000751571980143409,"Weak"
"307",243,"Electric","",580,90,85,75,115,100,115,"Raikou",0.350393700787402,0.432432432432432,0.285714285714286,0.0434918858115708,"Weak"
"308",244,"Fire","",580,115,115,85,90,75,100,"Entei",0.448818897637795,0.594594594594595,0.326530612244898,0.0873396866897429,"Weak"
"309",245,"Water","",580,100,75,115,90,115,85,"Suicune",0.389763779527559,0.378378378378378,0.448979591836735,0.066414696135956,"Weak"
"310",246,"Rock","Ground",300,50,64,50,45,50,41,"Larvitar",0.192913385826772,0.318918918918919,0.183673469387755,0.0115002766546074,"Weak"
"311",247,"Rock","Ground",410,70,84,70,65,70,51,"Pupitar",0.271653543307087,0.427027027027027,0.26530612244898,0.0309764135660649,"Weak"
"312",248,"Rock","Dark",600,100,134,110,95,100,61,"Tyranitar",0.389763779527559,0.697297297297297,0.428571428571429,0.116677670020977,"Weak"
"313",248,"Rock","Dark",700,100,164,150,95,120,71,"Tyranitar Mega Tyranitar",0.389763779527559,0.859459459459459,0.591836734693878,0.198457119404476,"Normal"
"314",249,"Psychic","Flying",680,106,90,130,90,154,110,"Lugia",0.413385826771654,0.459459459459459,0.510204081632653,0.097105116590156,"Weak"
"315",250,"Fire","Flying",680,106,130,90,110,154,90,"Ho-oh",0.413385826771654,0.675675675675676,0.346938775510204,0.097105116590156,"Weak"
"316",251,"Psychic","Grass",600,100,100,100,100,100,100,"Celebi",0.389763779527559,0.513513513513513,0.387755102040816,0.0778087834580523,"Weak"
"317",252,"Grass","",310,40,45,35,65,55,70,"Treecko",0.153543307086614,0.216216216216216,0.122448979591837,0.0042651289245215,"Weak"
"318",253,"Grass","",405,50,65,45,85,65,95,"Grovyle",0.192913385826772,0.324324324324324,0.163265306122449,0.0104149393487976,"Weak"
"319",254,"Grass","",530,70,85,65,105,85,120,"Sceptile",0.271653543307087,0.432432432432432,0.244897959183673,0.0289686046966137,"Weak"
"320",254,"Grass","Dragon",630,70,110,75,145,85,145,"Sceptile Mega Sceptile",0.271653543307087,0.567567567567568,0.285714285714286,0.0442519259416897,"Weak"
"321",255,"Fire","",310,45,60,40,70,50,45,"Torchic",0.173228346456693,0.297297297297297,0.142857142857143,0.00755718845955066,"Weak"
"322",256,"Fire","Fighting",405,60,85,60,85,60,55,"Combusken",0.232283464566929,0.432432432432432,0.224489795918367,0.0227493048890124,"Weak"
"323",257,"Fire","Fighting",530,80,120,70,110,70,80,"Blaziken",0.311023622047244,0.621621621621622,0.26530612244898,0.0514940226101081,"Weak"
"324",257,"Fire","Fighting",630,80,160,80,130,80,100,"Blaziken Mega Blaziken",0.311023622047244,0.837837837837838,0.306122448979592,0.0799716405140477,"Weak"
"325",258,"Water","",310,50,70,50,50,50,40,"Mudkip",0.192913385826772,0.351351351351351,0.183673469387755,0.0126494573313471,"Weak"
"326",259,"Water","Ground",405,70,85,70,60,70,50,"Marshtomp",0.271653543307087,0.432432432432432,0.26530612244898,0.0313659884213315,"Weak"
"327",260,"Water","Ground",535,100,110,90,85,90,60,"Swampert",0.389763779527559,0.567567567567568,0.346938775510204,0.0769488523394035,"Weak"
"328",260,"Water","Ground",635,100,150,110,95,110,70,"Swampert Mega Swampert",0.389763779527559,0.783783783783784,0.428571428571429,0.131124512814277,"Weak"
"329",261,"Dark","",220,35,55,35,30,30,35,"Poochyena",0.133858267716535,0.27027027027027,0.122448979591837,0.00462994818697856,"Weak"
"330",262,"Dark","",420,70,90,70,60,60,70,"Mightyena",0.271653543307087,0.459459459459459,0.26530612244898,0.0333138626976647,"Weak"
"331",263,"Normal","",240,38,30,41,30,41,60,"Zigzagoon",0.145669291338583,0.135135135135135,0.146938775510204,0.00309249558090953,"Weak"
"332",263,"Dark","Normal",240,38,30,41,30,41,60,"Zigzagoon Galarian Zigzagoon",0.145669291338583,0.135135135135135,0.146938775510204,0.00309249558090953,"Weak"
"333",264,"Normal","",420,78,70,61,50,61,100,"Linoone",0.303149606299213,0.351351351351351,0.228571428571429,0.0245456054479677,"Weak"
"334",264,"Dark","Normal",420,78,70,61,50,61,100,"Linoone Galarian Linoone",0.303149606299213,0.351351351351351,0.228571428571429,0.0245456054479677,"Weak"
"335",265,"Bug","",195,45,45,35,20,30,20,"Wurmple",0.173228346456693,0.216216216216216,0.122448979591837,0.00478629929946015,"Weak"
"336",266,"Bug","",205,50,35,55,25,25,15,"Silcoon",0.192913385826772,0.162162162162162,0.204081632653061,0.00658433709299851,"Weak"
"337",267,"Bug","Flying",395,60,70,50,100,50,65,"Beautifly",0.232283464566929,0.351351351351351,0.183673469387755,0.015190162909173,"Weak"
"338",268,"Bug","",205,50,35,55,25,25,15,"Cascoon",0.192913385826772,0.162162162162162,0.204081632653061,0.00658433709299851,"Weak"
"339",269,"Bug","Poison",385,60,50,70,50,90,65,"Dustox",0.232283464566929,0.243243243243243,0.26530612244898,0.015190162909173,"Weak"
"340",270,"Water","Grass",220,40,30,30,40,50,30,"Lotad",0.153543307086614,0.135135135135135,0.102040816326531,0.00231725464818828,"Weak"
"341",271,"Water","Grass",340,60,50,50,60,70,50,"Lombre",0.232283464566929,0.243243243243243,0.183673469387755,0.0105778050909659,"Weak"
"342",272,"Water","Grass",480,80,70,70,90,100,70,"Ludicolo",0.311023622047244,0.351351351351351,0.26530612244898,0.0291922736491915,"Weak"
"343",273,"Grass","",220,40,40,50,30,30,30,"Seedot",0.153543307086614,0.189189189189189,0.183673469387755,0.00553548171343447,"Weak"
"344",274,"Grass","Dark",340,70,70,40,60,40,60,"Nuzleaf",0.271653543307087,0.351351351351351,0.142857142857143,0.0138351199343325,"Weak"
"345",275,"Grass","Dark",480,90,100,60,90,60,80,"Shiftry",0.350393700787402,0.513513513513513,0.224489795918367,0.0405928756009746,"Weak"
"346",276,"Normal","Flying",270,40,55,30,30,30,85,"Taillow",0.153543307086614,0.27027027027027,0.102040816326531,0.00443450929637656,"Weak"
"347",277,"Normal","Flying",455,60,85,60,75,50,125,"Swellow",0.232283464566929,0.432432432432432,0.224489795918367,0.0227493048890124,"Weak"
"348",278,"Water","Flying",270,40,30,30,55,30,85,"Wingull",0.153543307086614,0.135135135135135,0.102040816326531,0.00231725464818828,"Weak"
"349",279,"Water","Flying",440,60,50,100,95,70,65,"Pelipper",0.232283464566929,0.243243243243243,0.387755102040816,0.0221086996364837,"Weak"
"350",280,"Psychic","Fairy",198,28,25,25,45,35,40,"Ralts",0.106299212598425,0.108108108108108,0.0816326530612245,0.00113810667488958,"Weak"
"351",281,"Psychic","Fairy",278,38,35,35,65,55,50,"Kirlia",0.145669291338583,0.162162162162162,0.122448979591837,0.00309249558090953,"Weak"
"352",282,"Psychic","Fairy",518,68,65,65,125,115,80,"Gardevoir",0.263779527559055,0.324324324324324,0.244897959183673,0.0211510490725339,"Weak"
"353",282,"Psychic","Fairy",618,68,85,65,165,135,100,"Gardevoir Mega Gardevoir",0.263779527559055,0.432432432432432,0.244897959183673,0.0281347320967118,"Weak"
"354",283,"Bug","Water",269,40,30,32,50,52,65,"Surskit",0.153543307086614,0.135135135135135,0.110204081632653,0.00248663502004334,"Weak"
"355",284,"Bug","Flying",454,70,60,62,100,82,80,"Masquerain",0.271653543307087,0.297297297297297,0.23265306122449,0.0189894949424758,"Weak"
"356",285,"Grass","",295,60,40,60,40,60,35,"Shroomish",0.232283464566929,0.189189189189189,0.224489795918367,0.0100653208889429,"Weak"
"357",286,"Grass","Fighting",460,60,130,80,60,60,70,"Breloom",0.232283464566929,0.675675675675676,0.306122448979592,0.0482453939396572,"Weak"
"358",287,"Normal","",280,60,60,60,35,35,30,"Slakoth",0.232283464566929,0.297297297297297,0.224489795918367,0.015702647111196,"Weak"
"359",288,"Normal","",440,80,80,80,55,55,90,"Vigoroth",0.311023622047244,0.405405405405405,0.306122448979592,0.0387991808938941,"Weak"
"360",289,"Normal","",670,150,160,100,95,65,100,"Slaking",0.586614173228346,0.837837837837838,0.387755102040816,0.190776805312463,"Normal"
"361",290,"Bug","Ground",266,31,45,90,30,30,40,"Nincada",0.118110236220472,0.216216216216216,0.346938775510204,0.00905989637395712,"Weak"
"362",291,"Bug","Flying",456,61,90,45,50,50,160,"Ninjask",0.236220472440945,0.459459459459459,0.163265306122449,0.0179197927479142,"Weak"
"363",292,"Bug","Ghost",236,1,90,45,30,30,40,"Shedinja",0,0.459459459459459,0.163265306122449,2e-04,"Weak"
"364",293,"Normal","",240,64,51,23,51,23,28,"Whismur",0.248031496062992,0.248648648648649,0.073469387755102,0.00473105523971666,"Weak"
"365",294,"Normal","",360,84,71,43,71,43,48,"Loudred",0.326771653543307,0.356756756756757,0.155102040816327,0.0182814849881217,"Weak"
"366",295,"Normal","",490,104,91,63,91,73,68,"Exploud",0.405511811023622,0.464864864864865,0.236734693877551,0.0448264294183304,"Weak"
"367",296,"Fighting","",237,72,60,30,20,30,25,"Makuhita",0.279527559055118,0.297297297297297,0.102040816326531,0.00867987630889768,"Weak"
"368",297,"Fighting","",474,144,120,60,40,60,50,"Hariyama",0.562992125984252,0.621621621621622,0.224489795918367,0.0787642624787732,"Weak"
"369",298,"Normal","Fairy",190,50,20,40,20,40,20,"Azurill",0.192913385826772,0.0810810810810811,0.142857142857143,0.00243451798254948,"Weak"
"370",299,"Rock","",375,30,45,135,45,90,30,"Nosepass",0.114173228346457,0.216216216216216,0.530612244897959,0.0132987487567915,"Weak"
"371",300,"Normal","",260,50,45,45,35,35,50,"Skitty",0.192913385826772,0.216216216216216,0.163265306122449,0.00700995956586508,"Weak"
"372",301,"Normal","",400,70,65,65,55,55,90,"Delcatty",0.271653543307087,0.324324324324324,0.244897959183673,0.0217764535224603,"Weak"
"373",302,"Dark","Ghost",380,50,75,75,65,65,50,"Sableye",0.192913385826772,0.378378378378378,0.285714285714286,0.0210555011704618,"Weak"
"374",302,"Dark","Ghost",480,50,85,125,85,115,20,"Sableye Mega Sableye",0.192913385826772,0.432432432432432,0.489795918367347,0.0410597573951905,"Weak"
"375",303,"Steel","Fairy",380,50,85,85,55,55,50,"Mawile",0.192913385826772,0.432432432432432,0.326530612244898,0.0274398382634603,"Weak"
